Tarih,Close,Open,High,Low
02.07.2012,1.8059,1.8053,1.8137,1.7977
03.07.2012,1.7967,1.8071,1.8083,1.793
04.07.2012,1.806,1.7967,1.811,1.792
05.07.2012,1.8091,1.8051,1.8139,1.7999
06.07.2012,1.819,1.8093,1.8288,1.807
09.07.2012,1.8216,1.8212,1.831,1.812
10.07.2012,1.8175,1.8216,1.8285,1.8115
11.07.2012,1.8097,1.8175,1.8196,1.803
12.07.2012,1.8199,1.8097,1.8261,1.8063
13.07.2012,1.8114,1.8199,1.824,1.8096
16.07.2012,1.8092,1.8102,1.8169,1.8069
17.07.2012,1.8054,1.8078,1.8149,1.8029
18.07.2012,1.8017,1.8039,1.8125,1.7995
19.07.2012,1.8023,1.7998,1.8085,1.7945
20.07.2012,1.8083,1.8021,1.814,1.796
23.07.2012,1.8195,1.8049,1.8264,1.8049
24.07.2012,1.828,1.8195,1.834,1.816
25.07.2012,1.8215,1.828,1.8321,1.818
26.07.2012,1.8124,1.8215,1.833,1.8105
27.07.2012,1.812,1.8118,1.8264,1.8054
30.07.2012,1.8009,1.8099,1.817,1.798
31.07.2012,1.7951,1.8009,1.8042,1.786
01.08.2012,1.8085,1.7949,1.8096,1.7869
02.08.2012,1.8014,1.808,1.8103,1.788
03.08.2012,1.7793,1.8014,1.8036,1.774
06.08.2012,1.7772,1.78,1.787,1.771
07.08.2012,1.7863,1.7772,1.789,1.7725
08.08.2012,1.7808,1.7863,1.7941,1.777
09.08.2012,1.7827,1.7828,1.791,1.777
10.08.2012,1.782,1.7812,1.7928,1.7785
13.08.2012,1.7952,1.784,1.7986,1.781
14.08.2012,1.8039,1.7952,1.8058,1.786
15.08.2012,1.7981,1.8056,1.809,1.792
16.08.2012,1.7939,1.7981,1.8035,1.79
17.08.2012,1.8006,1.7939,1.807,1.791
20.08.2012,1.8032,1.7997,1.804,1.7968
21.08.2012,1.7945,1.8029,1.8049,1.7908
22.08.2012,1.795,1.7953,1.802,1.791
23.08.2012,1.7935,1.794,1.8,1.789
24.08.2012,1.7985,1.7947,1.804,1.792
27.08.2012,1.8001,1.8022,1.805,1.796
28.08.2012,1.811,1.8001,1.8129,1.796
29.08.2012,1.8218,1.8095,1.8227,1.8026
30.08.2012,1.8267,1.8215,1.8315,1.8187
31.08.2012,1.8186,1.8276,1.8298,1.811
03.09.2012,1.8185,1.8171,1.8237,1.814
04.09.2012,1.8215,1.8185,1.8231,1.813
05.09.2012,1.8191,1.8215,1.83,1.816
06.09.2012,1.8093,1.8191,1.823,1.8077
07.09.2012,1.7968,1.8093,1.8124,1.795
10.09.2012,1.8029,1.8,1.8064,1.796
11.09.2012,1.8045,1.8015,1.8064,1.7967
12.09.2012,1.8075,1.805,1.8102,1.795
13.09.2012,1.8003,1.8067,1.8145,1.7971
14.09.2012,1.7967,1.8015,1.8032,1.7885
17.09.2012,1.7979,1.7981,1.802,1.792
18.09.2012,1.7973,1.7979,1.807,1.7895
19.09.2012,1.7941,1.7958,1.7975,1.7855
20.09.2012,1.7983,1.7956,1.807,1.7941
21.09.2012,1.7945,1.7983,1.801,1.791
24.09.2012,1.7984,1.7939,1.8047,1.7923
25.09.2012,1.7919,1.7996,1.802,1.7855
26.09.2012,1.7921,1.7922,1.7979,1.7887
27.09.2012,1.7883,1.7928,1.796,1.786
28.09.2012,1.7964,1.7883,1.802,1.784
01.10.2012,1.7917,1.7982,1.8005,1.7888
02.10.2012,1.792,1.7917,1.797,1.789
03.10.2012,1.8052,1.792,1.8088,1.789
04.10.2012,1.7984,1.8043,1.8117,1.7957
05.10.2012,1.8051,1.7981,1.8092,1.792
08.10.2012,1.8107,1.805,1.8183,1.801
09.10.2012,1.8239,1.8107,1.8263,1.805
10.10.2012,1.8182,1.8224,1.8264,1.8055
11.10.2012,1.8075,1.818,1.8214,1.8067
12.10.2012,1.8069,1.8075,1.813,1.802
15.10.2012,1.8115,1.8116,1.815,1.8045
16.10.2012,1.8043,1.8115,1.8138,1.8027
17.10.2012,1.7993,1.8043,1.806,1.796
18.10.2012,1.7969,1.7991,1.8038,1.7918
19.10.2012,1.7951,1.7981,1.802,1.7915
22.10.2012,1.7957,1.794,1.799,1.791
23.10.2012,1.8015,1.7957,1.8091,1.7915
24.10.2012,1.8035,1.8015,1.8107,1.7965
25.10.2012,1.8014,1.8032,1.8035,1.7965
26.10.2012,1.8006,1.8011,1.8079,1.7972
29.10.2012,1.8042,1.8005,1.8067,1.8003
30.10.2012,1.7965,1.8027,1.8055,1.7925
31.10.2012,1.7936,1.7968,1.7991,1.789
01.11.2012,1.7881,1.7936,1.7977,1.787
02.11.2012,1.7927,1.7873,1.7947,1.7841
05.11.2012,1.7818,1.7956,1.798,1.779
06.11.2012,1.7735,1.7818,1.7844,1.7715
07.11.2012,1.7858,1.7725,1.7873,1.767
08.11.2012,1.7859,1.785,1.788,1.7775
09.11.2012,1.7912,1.7858,1.796,1.778
12.11.2012,1.8011,1.7906,1.804,1.7865
13.11.2012,1.8074,1.7996,1.8095,1.799
14.11.2012,1.8055,1.8079,1.8098,1.799
15.11.2012,1.801,1.8055,1.8086,1.795
16.11.2012,1.8005,1.7995,1.805,1.7955
19.11.2012,1.7978,1.8008,1.806,1.797
20.11.2012,1.7937,1.7978,1.805,1.7928
21.11.2012,1.8023,1.7927,1.805,1.792
22.11.2012,1.7975,1.8033,1.8042,1.796
23.11.2012,1.7942,1.7963,1.8017,1.7897
26.11.2012,1.7959,1.7941,1.799,1.7905
27.11.2012,1.7923,1.7959,1.7986,1.79
28.11.2012,1.7923,1.7923,1.7965,1.789
29.11.2012,1.786,1.7925,1.7935,1.785
30.11.2012,1.7873,1.786,1.791,1.783
03.12.2012,1.7869,1.7867,1.791,1.783
