Tarih,Close,Open,High,Low
14.03.2014,2.213,2.2341,2.2443,2.2099
17.03.2014,2.2198,2.22,2.2311,2.2144
18.03.2014,2.2188,2.2239,2.2359,2.2168
19.03.2014,2.2401,2.2191,2.2443,2.2142
20.03.2014,2.2294,2.2422,2.251,2.2261
21.03.2014,2.2335,2.2301,2.2457,2.2231
24.03.2014,2.2372,2.2373,2.247,2.2329
25.03.2014,2.2165,2.2419,2.246,2.2165
26.03.2014,2.1921,2.2217,2.2279,2.1902
27.03.2014,2.1872,2.1952,2.2045,2.1735
28.03.2014,2.1909,2.1882,2.2012,2.1829
31.03.2014,2.1407,2.1887,2.1887,2.1316
01.04.2014,2.1378,2.1397,2.1567,2.1323
02.04.2014,2.1276,2.1394,2.1531,2.1193
03.04.2014,2.1327,2.1307,2.1452,2.1243
04.04.2014,2.1135,2.1341,2.1496,2.1061
07.04.2014,2.1103,2.1145,2.1262,2.1057
08.04.2014,2.0962,2.1104,2.1144,2.0847
09.04.2014,2.1038,2.0971,2.1257,2.094
10.04.2014,2.1093,2.1032,2.1142,2.0885
11.04.2014,2.1129,2.1092,2.1307,2.1027
14.04.2014,2.1208,2.1201,2.139,2.1143
15.04.2014,2.1428,2.1166,2.1463,2.1128
16.04.2014,2.136,2.1456,2.1481,2.1296
17.04.2014,2.1265,2.1372,2.1387,2.1196
18.04.2014,2.1296,2.1291,2.1379,2.1261
21.04.2014,2.1341,2.1297,2.1407,2.1264
22.04.2014,2.1415,2.1335,2.1452,2.1292
23.04.2014,2.1504,2.1419,2.1547,2.1377
24.04.2014,2.1356,2.15,2.1525,2.1247
25.04.2014,2.134,2.1356,2.1426,2.1282
28.04.2014,2.1256,2.1389,2.1467,2.1247
29.04.2014,2.1212,2.1257,2.1295,2.1132
30.04.2014,2.1125,2.1207,2.1272,2.1082
01.05.2014,2.1054,2.1122,2.1147,2.1012
02.05.2014,2.1038,2.1058,2.1148,2.0947
05.05.2014,2.1003,2.1075,2.1075,2.0922
06.05.2014,2.09,2.0999,2.1021,2.0872
07.05.2014,2.0819,2.0904,2.1002,2.0797
08.05.2014,2.0738,2.0819,2.0862,2.0647
09.05.2014,2.0773,2.0733,2.0867,2.0687
12.05.2014,2.0809,2.0761,2.0882,2.0677
13.05.2014,2.0684,2.0809,2.0828,2.0617
14.05.2014,2.0707,2.0683,2.0822,2.0582
15.05.2014,2.0983,2.0693,2.1037,2.0677
16.05.2014,2.0998,2.0982,2.1065,2.0882
19.05.2014,2.0965,2.0963,2.1037,2.0881
20.05.2014,2.1134,2.0971,2.1172,2.0902
21.05.2014,2.094,2.1136,2.12,2.0902
22.05.2014,2.0813,2.0929,2.1017,2.0782
23.05.2014,2.0818,2.0821,2.0955,2.0752
26.05.2014,2.0829,2.0813,2.0902,2.0799
27.05.2014,2.1018,2.0843,2.1093,2.0839
28.05.2014,2.0998,2.1033,2.1143,2.0983
29.05.2014,2.0865,2.0996,2.1042,2.0832
30.05.2014,2.0971,2.0867,2.0993,2.0851
02.06.2014,2.1083,2.0971,2.1102,2.0902
03.06.2014,2.1173,2.1072,2.1214,2.0927
04.06.2014,2.1156,2.1174,2.1287,2.1097
05.06.2014,2.0963,2.1161,2.1173,2.0942
06.06.2014,2.0781,2.096,2.1022,2.0737
09.06.2014,2.0863,2.0766,2.0892,2.0732
10.06.2014,2.0798,2.0859,2.0942,2.0772
11.06.2014,2.1167,2.0794,2.1186,2.0777
12.06.2014,2.1117,2.1142,2.1249,2.0972
13.06.2014,2.1233,2.1119,2.1312,2.1087
16.06.2014,2.1424,2.1259,2.1462,2.1241
17.06.2014,2.1495,2.1423,2.1562,2.1282
18.06.2014,2.1254,2.15,2.1532,2.1238
19.06.2014,2.1426,2.1261,2.1457,2.1192
20.06.2014,2.1405,2.1418,2.1512,2.1325
23.06.2014,2.1373,2.1393,2.1482,2.1322
24.06.2014,2.1418,2.137,2.1442,2.1247
25.06.2014,2.1325,2.1434,2.147,2.128
26.06.2014,2.1258,2.1317,2.1347,2.1217
27.06.2014,2.1228,2.1264,2.1302,2.1202
30.06.2014,2.1191,2.1241,2.1272,2.1172
01.07.2014,2.1285,2.1191,2.1317,2.1137
02.07.2014,2.1302,2.128,2.1337,2.1217
03.07.2014,2.1278,2.1309,2.1442,2.1252
04.07.2014,2.1329,2.1279,2.1362,2.1232
07.07.2014,2.1293,2.1296,2.1377,2.1267
08.07.2014,2.1251,2.1292,2.1322,2.1207
09.07.2014,2.1154,2.1246,2.1287,2.1146
10.07.2014,2.1244,2.1154,2.1332,2.1132
11.07.2014,2.1175,2.1235,2.1299,2.1157
14.07.2014,2.1162,2.1176,2.1227,2.1107
15.07.2014,2.1241,2.1168,2.1282,2.1142
16.07.2014,2.1193,2.1244,2.1282,2.1152
17.07.2014,2.141,2.1189,2.1433,2.1177
18.07.2014,2.1247,2.1409,2.1431,2.1194
21.07.2014,2.1183,2.1215,2.1263,2.1135
22.07.2014,2.1065,2.1199,2.1232,2.1046
23.07.2014,2.0886,2.1081,2.1085,2.0857
24.07.2014,2.0918,2.088,2.0985,2.0847
25.07.2014,2.0939,2.0953,2.0987,2.0887
28.07.2014,2.0993,2.0907,2.1039,2.0903
29.07.2014,2.1161,2.0991,2.1187,2.0984
30.07.2014,2.1328,2.1163,2.1422,2.109
31.07.2014,2.1418,2.1326,2.1487,2.1267
01.08.2014,2.1334,2.1427,2.1523,2.1237
04.08.2014,2.1313,2.1311,2.1392,2.1257
05.08.2014,2.1525,2.1307,2.1535,2.1207
06.08.2014,2.1592,2.1533,2.1772,2.1516
07.08.2014,2.1671,2.1592,2.1722,2.1526
08.08.2014,2.145,2.1657,2.1885,2.1412
11.08.2014,2.1505,2.1439,2.1587,2.1327
12.08.2014,2.1642,2.1506,2.1695,2.1487
13.08.2014,2.1569,2.1646,2.1657,2.1497
14.08.2014,2.1518,2.1568,2.1647,2.1447
15.08.2014,2.1671,2.1524,2.1782,2.1462
18.08.2014,2.1638,2.1623,2.1757,2.1617
19.08.2014,2.1622,2.1646,2.1692,2.1567
20.08.2014,2.186,2.1613,2.1863,2.1582
21.08.2014,2.1779,2.1862,2.1893,2.1667
22.08.2014,2.1755,2.1772,2.1857,2.1677
25.08.2014,2.179,2.1799,2.184,2.1745
26.08.2014,2.1655,2.1792,2.1822,2.1607
27.08.2014,2.1539,2.1652,2.1687,2.148
28.08.2014,2.1583,2.1542,2.1727,2.1517
29.08.2014,2.1639,2.1576,2.1653,2.1497
01.09.2014,2.1607,2.1602,2.1664,2.1534
02.09.2014,2.1726,2.1602,2.1797,2.1584
03.09.2014,2.1577,2.1724,2.1742,2.1537
04.09.2014,2.1632,2.1568,2.1649,2.1437
05.09.2014,2.159,2.1638,2.1709,2.1522
08.09.2014,2.1735,2.1582,2.1744,2.1554
09.09.2014,2.1963,2.173,2.205,2.1679
10.09.2014,2.1929,2.1969,2.2152,2.1917
11.09.2014,2.2007,2.193,2.2029,2.1852
12.09.2014,2.223,2.2011,2.2234,2.1972
15.09.2014,2.2121,2.2203,2.2234,2.2057
16.09.2014,2.2033,2.2119,2.2207,2.1977
17.09.2014,2.2243,2.2041,2.2288,2.2007
18.09.2014,2.226,2.2248,2.2372,2.2137
19.09.2014,2.2347,2.2252,2.2407,2.2161
22.09.2014,2.2407,2.2328,2.2497,2.2277
23.09.2014,2.2393,2.241,2.2421,2.2265
24.09.2014,2.2366,2.2403,2.2427,2.2277
25.09.2014,2.261,2.2363,2.2677,2.2352
26.09.2014,2.2623,2.2611,2.2687,2.2522
29.09.2014,2.2786,2.262,2.2907,2.2602
30.09.2014,2.2782,2.2801,2.2887,2.2687
01.10.2014,2.2833,2.2784,2.2937,2.2737
02.10.2014,2.2665,2.2834,2.2852,2.2632
03.10.2014,2.2942,2.2668,2.3071,2.2637
06.10.2014,2.2678,2.2916,2.2931,2.2662
07.10.2014,2.2753,2.2682,2.2798,2.264
08.10.2014,2.263,2.2765,2.2977,2.2619
09.10.2014,2.2695,2.2614,2.2704,2.2495
10.10.2014,2.2884,2.2704,2.2892,2.2692
13.10.2014,2.2698,2.287,2.2875,2.2642
14.10.2014,2.273,2.2696,2.2882,2.2662
15.10.2014,2.2693,2.2728,2.2862,2.2537
16.10.2014,2.2629,2.2696,2.2857,2.2582
17.10.2014,2.246,2.2627,2.2682,2.2427
20.10.2014,2.2437,2.2448,2.2529,2.2379
21.10.2014,2.2451,2.2444,2.2482,2.2342
22.10.2014,2.2463,2.2457,2.2512,2.2392
23.10.2014,2.236,2.2468,2.252,2.228
24.10.2014,2.2313,2.2365,2.2442,2.2302
27.10.2014,2.2294,2.2282,2.2437,2.2282
28.10.2014,2.2066,2.23,2.2335,2.2012
29.10.2014,2.2153,2.2067,2.2193,2.1902
30.10.2014,2.1988,2.215,2.2267,2.1966
31.10.2014,2.224,2.1996,2.2275,2.19
03.11.2014,2.2355,2.2194,2.2435,2.2194
04.11.2014,2.2235,2.2349,2.2386,2.2185
05.11.2014,2.2443,2.2212,2.2497,2.2207
06.11.2014,2.2636,2.2441,2.2662,2.2332
07.11.2014,2.258,2.2636,2.282,2.256
10.11.2014,2.2594,2.2571,2.2612,2.2432
11.11.2014,2.2568,2.2597,2.2732,2.2553
12.11.2014,2.2514,2.257,2.2662,2.2462
13.11.2014,2.2422,2.2532,2.2557,2.2338
14.11.2014,2.2296,2.2416,2.2497,2.229
17.11.2014,2.2312,2.2286,2.2347,2.2232
18.11.2014,2.2214,2.2313,2.2322,2.2157
19.11.2014,2.232,2.2215,2.2432,2.2192
20.11.2014,2.2196,2.2324,2.2433,2.2187
21.11.2014,2.2218,2.2193,2.2294,2.2138
24.11.2014,2.23,2.221,2.2332,2.2157
25.11.2014,2.2197,2.2301,2.2392,2.219
26.11.2014,2.2106,2.2192,2.2291,2.2087
27.11.2014,2.2072,2.2108,2.2202,2.2046
28.11.2014,2.2196,2.2067,2.2236,2.2042
01.12.2014,2.2149,2.2228,2.2302,2.2132
02.12.2014,2.2312,2.2152,2.2342,2.2127
03.12.2014,2.242,2.2327,2.2465,2.2275
04.12.2014,2.2342,2.2402,2.2452,2.229
05.12.2014,2.261,2.2347,2.2662,2.2312
08.12.2014,2.2686,2.265,2.2822,2.257
09.12.2014,2.2674,2.2694,2.2721,2.2542
10.12.2014,2.2663,2.267,2.2702,2.2562
11.12.2014,2.2784,2.2667,2.2827,2.2562
12.12.2014,2.299,2.2777,2.3117,2.2667
15.12.2014,2.376,2.2977,2.3946,2.2917
16.12.2014,2.365,2.3771,2.415,2.342
17.12.2014,2.3381,2.3602,2.3777,2.3082
18.12.2014,2.323,2.3392,2.3419,2.3102
19.12.2014,2.3121,2.3218,2.3347,2.3077
22.12.2014,2.3148,2.3091,2.3237,2.3082
23.12.2014,2.3226,2.3151,2.3267,2.3117
24.12.2014,2.3173,2.3218,2.3262,2.3112
25.12.2014,2.321,2.3181,2.323,2.313
26.12.2014,2.3175,2.3197,2.3232,2.3132
29.12.2014,2.3176,2.3166,2.3292,2.3137
30.12.2014,2.3289,2.318,2.351,2.3119
31.12.2014,2.3345,2.3287,2.34,2.321
01.01.2015,2.3309,2.3365,2.3365,2.3309
02.01.2015,2.3442,2.3322,2.3586,2.3312
05.01.2015,2.3318,2.3519,2.3524,2.325
06.01.2015,2.3228,2.3312,2.3367,2.3132
07.01.2015,2.3189,2.3234,2.3342,2.3182
08.01.2015,2.2992,2.319,2.3229,2.2952
09.01.2015,2.295,2.2992,2.311,2.2825
12.01.2015,2.2853,2.2905,2.2982,2.2811
13.01.2015,2.2858,2.2849,2.2888,2.2712
14.01.2015,2.2811,2.2849,2.3087,2.2757
15.01.2015,2.3103,2.2818,2.3317,2.2707
16.01.2015,2.3229,2.313,2.342,2.302
19.01.2015,2.338,2.3323,2.3482,2.3252
20.01.2015,2.3463,2.3374,2.3632,2.3222
21.01.2015,2.3503,2.3457,2.3545,2.3312
22.01.2015,2.3242,2.3522,2.3617,2.3164
23.01.2015,2.3483,2.3222,2.3558,2.3187
26.01.2015,2.3541,2.3643,2.3735,2.3454
27.01.2015,2.3642,2.3549,2.3739,2.3389
28.01.2015,2.3859,2.364,2.3873,2.3528
29.01.2015,2.4161,2.3844,2.4212,2.3835
30.01.2015,2.4464,2.4155,2.4502,2.4032
02.02.2015,2.4306,2.4453,2.4453,2.4137
03.02.2015,2.4014,2.4306,2.4416,2.3919
04.02.2015,2.4665,2.4013,2.4687,2.3917
05.02.2015,2.4375,2.4657,2.4668,2.4338
06.02.2015,2.474,2.4375,2.4829,2.4268
09.02.2015,2.4766,2.48,2.5032,2.471
10.02.2015,2.4964,2.4762,2.5097,2.4672
11.02.2015,2.5004,2.4957,2.5144,2.4792
12.02.2015,2.4666,2.4998,2.5084,2.4639
13.02.2015,2.4581,2.4672,2.4787,2.4552
16.02.2015,2.4566,2.4578,2.4642,2.4422
17.02.2015,2.452,2.4564,2.4591,2.4382
18.02.2015,2.4418,2.4525,2.47,2.4418
19.02.2015,2.457,2.4432,2.4602,2.4312
20.02.2015,2.4526,2.4542,2.4682,2.4482
23.02.2015,2.4753,2.4686,2.4862,2.4492
24.02.2015,2.4637,2.4773,2.4907,2.4627
25.02.2015,2.4886,2.4632,2.4933,2.4512
26.02.2015,2.504,2.4884,2.508,2.472
27.02.2015,2.5088,2.5061,2.5278,2.4918
02.03.2015,2.5169,2.5117,2.524,2.502
03.03.2015,2.5357,2.5192,2.5413,2.5053
04.03.2015,2.564,2.5375,2.5725,2.5315
05.03.2015,2.6069,2.564,2.629,2.561
06.03.2015,2.6243,2.6076,2.6474,2.5708
09.03.2015,2.6016,2.6274,2.6335,2.588
10.03.2015,2.6385,2.6014,2.647,2.5986
11.03.2015,2.6105,2.6384,2.645,2.603
12.03.2015,2.584,2.6103,2.6156,2.5825
13.03.2015,2.6397,2.5846,2.6496,2.5826
16.03.2015,2.6261,2.6307,2.6433,2.599
17.03.2015,2.6117,2.6261,2.633,2.604
18.03.2015,2.5702,2.6115,2.627,2.5642
19.03.2015,2.607,2.5697,2.619,2.5607
20.03.2015,2.573,2.604,2.607,2.5692
23.03.2015,2.5423,2.5754,2.5926,2.5419
24.03.2015,2.5519,2.5422,2.57,2.54
25.03.2015,2.587,2.552,2.594,2.5499
26.03.2015,2.5957,2.5868,2.618,2.583
27.03.2015,2.6102,2.592,2.6247,2.592
30.03.2015,2.6078,2.6108,2.6195,2.5965
31.03.2015,2.5978,2.6095,2.6235,2.5915
01.04.2015,2.599,2.598,2.614,2.5875
02.04.2015,2.5855,2.6003,2.6021,2.5826
03.04.2015,2.5719,2.5856,2.5982,2.5547
06.04.2015,2.571,2.5692,2.5785,2.554
07.04.2015,2.6023,2.5745,2.6049,2.564
08.04.2015,2.5995,2.6018,2.6038,2.583
09.04.2015,2.6199,2.5984,2.624,2.583
10.04.2015,2.6287,2.6205,2.6425,2.6125
13.04.2015,2.6705,2.6198,2.674,2.6198
14.04.2015,2.6883,2.6705,2.6949,2.6595
15.04.2015,2.6989,2.6884,2.7316,2.681
16.04.2015,2.6786,2.6984,2.715,2.6702
17.04.2015,2.6782,2.6781,2.701,2.6718
20.04.2015,2.6993,2.6879,2.7119,2.6702
21.04.2015,2.6858,2.7001,2.7159,2.677
22.04.2015,2.7123,2.6854,2.722,2.6759
23.04.2015,2.7015,2.7119,2.7349,2.696
24.04.2015,2.7144,2.701,2.7438,2.698
27.04.2015,2.6744,2.7252,2.739,2.6662
28.04.2015,2.6584,2.6748,2.6945,2.6495
29.04.2015,2.6605,2.6583,2.675,2.643
30.04.2015,2.6723,2.6604,2.685,2.648
01.05.2015,2.7079,2.6718,2.7124,2.6636
04.05.2015,2.713,2.7142,2.7244,2.6951
05.05.2015,2.7045,2.7109,2.725,2.7
06.05.2015,2.6928,2.704,2.722,2.685
07.05.2015,2.6852,2.6926,2.715,2.676
08.05.2015,2.6953,2.6863,2.7038,2.6741
11.05.2015,2.6938,2.689,2.705,2.678
12.05.2015,2.6635,2.6935,2.705,2.6587
13.05.2015,2.6307,2.6634,2.673,2.6197
14.05.2015,2.5909,2.6306,2.6337,2.587
15.05.2015,2.5759,2.5908,2.6007,2.5738
18.05.2015,2.5806,2.576,2.59,2.571
19.05.2015,2.5935,2.5807,2.6049,2.572
20.05.2015,2.5776,2.5933,2.613,2.5693
21.05.2015,2.5889,2.5771,2.596,2.558
22.05.2015,2.5991,2.5887,2.608,2.582
25.05.2015,2.6155,2.5996,2.62,2.5923
26.05.2015,2.6417,2.6139,2.645,2.613
27.05.2015,2.6421,2.6407,2.667,2.631
28.05.2015,2.6543,2.6416,2.6679,2.6389
29.05.2015,2.663,2.655,2.6687,2.645
01.06.2015,2.6829,2.6615,2.6865,2.6589
02.06.2015,2.6743,2.683,2.694,2.669
03.06.2015,2.6856,2.6742,2.693,2.6707
04.06.2015,2.6677,2.6853,2.708,2.657
05.06.2015,2.6621,2.6674,2.692,2.653
08.06.2015,2.7515,2.771,2.8117,2.7443
09.06.2015,2.7521,2.7517,2.7642,2.7292
10.06.2015,2.7345,2.7521,2.7564,2.7258
11.06.2015,2.7022,2.735,2.7532,2.7003
12.06.2015,2.7128,2.7027,2.7262,2.7004
15.06.2015,2.7358,2.7119,2.746,2.7119
16.06.2015,2.7345,2.7369,2.7527,2.7257
17.06.2015,2.7061,2.7337,2.7452,2.7061
18.06.2015,2.7123,2.7048,2.7212,2.703
19.06.2015,2.6951,2.7138,2.7255,2.6921
22.06.2015,2.6656,2.6953,2.6976,2.659
23.06.2015,2.6789,2.6655,2.686,2.6629
24.06.2015,2.6776,2.6788,2.689,2.668
25.06.2015,2.655,2.6777,2.6793,2.6505
26.06.2015,2.6649,2.6552,2.675,2.6535
29.06.2015,2.7028,2.6667,2.7096,2.6667
30.06.2015,2.6816,2.7016,2.7073,2.6677
01.07.2015,2.6917,2.6817,2.697,2.668
02.07.2015,2.6843,2.691,2.707,2.68
03.07.2015,2.6885,2.6846,2.695,2.6815
06.07.2015,2.6781,2.6917,2.7163,2.6713
07.07.2015,2.6854,2.6784,2.7002,2.6702
08.07.2015,2.6882,2.6857,2.7016,2.6757
09.07.2015,2.6788,2.6883,2.6897,2.6637
10.07.2015,2.6667,2.6776,2.6808,2.655
13.07.2015,2.6456,2.6718,2.6751,2.642
14.07.2015,2.6317,2.646,2.652,2.625
15.07.2015,2.6464,2.6315,2.6521,2.626
16.07.2015,2.6565,2.6452,2.6594,2.639
17.07.2015,2.6526,2.6564,2.6585,2.6459
20.07.2015,2.6983,2.6528,2.702,2.6528
21.07.2015,2.6844,2.6985,2.7002,2.679
22.07.2015,2.7067,2.6856,2.725,2.6801
23.07.2015,2.7344,2.7084,2.7397,2.706
24.07.2015,2.7377,2.7346,2.7539,2.7235
27.07.2015,2.7713,2.7409,2.778,2.733
28.07.2015,2.76,2.7714,2.774,2.742
29.07.2015,2.765,2.7594,2.776,2.7531
30.07.2015,2.7826,2.7657,2.7932,2.7592
31.07.2015,2.771,2.7828,2.7981,2.752
03.08.2015,2.7812,2.7672,2.7844,2.7629
04.08.2015,2.7826,2.7811,2.7842,2.764
05.08.2015,2.7868,2.7832,2.794,2.765
06.08.2015,2.7757,2.7866,2.792,2.774
07.08.2015,2.7802,2.7762,2.794,2.772
10.08.2015,2.7794,2.7812,2.797,2.774
11.08.2015,2.7797,2.7792,2.7905,2.758
12.08.2015,2.7776,2.7797,2.788,2.7657
13.08.2015,2.82,2.7771,2.83,2.769
14.08.2015,2.834,2.8216,2.8475,2.8176
17.08.2015,2.8683,2.8365,2.8734,2.8242
18.08.2015,2.8946,2.8695,2.9093,2.8643
19.08.2015,2.9255,2.8941,2.945,2.883
20.08.2015,2.916,2.9256,2.9999,2.887
21.08.2015,2.9187,2.9155,2.9365,2.902
24.08.2015,2.9421,2.92,2.9865,2.9159
25.08.2015,2.9402,2.9416,2.9509,2.909
26.08.2015,2.9318,2.9397,2.9511,2.915
27.08.2015,2.9099,2.9317,2.9348,2.895
28.08.2015,2.9238,2.9094,2.9318,2.905
31.08.2015,2.9148,2.9255,2.9329,2.9076
01.09.2015,2.9302,2.9144,2.9329,2.905
02.09.2015,2.9414,2.9304,2.959,2.9223
03.09.2015,2.9707,2.9418,2.9785,2.9375
04.09.2015,3.0074,2.9708,3.0141,2.967
07.09.2015,3.0301,2.9987,3.0464,2.9987
08.09.2015,3.0111,3.0315,3.035,3.0007
09.09.2015,3.036,3.0106,3.0441,2.985
10.09.2015,3.0228,3.0379,3.0631,3.0156
11.09.2015,3.0465,3.0225,3.061,3.0159
14.09.2015,3.0578,3.0355,3.072,3.0355
15.09.2015,3.03,3.0588,3.072,3.02
16.09.2015,2.9984,3.0295,3.0325,2.9895
17.09.2015,3.0124,2.9988,3.0295,2.9747
18.09.2015,3.005,3.0124,3.0152,2.9756
21.09.2015,3.0062,3.0079,3.0281,2.98
22.09.2015,3.026,3.0065,3.041,2.987
23.09.2015,3.0385,3.0249,3.0485,3.0111
24.09.2015,3.0403,3.0386,3.0754,3.0271
25.09.2015,3.0467,3.0377,3.0577,3.0226
28.09.2015,3.0579,3.0471,3.0625,3.027
29.09.2015,3.0368,3.0557,3.0705,3.0305
30.09.2015,3.0257,3.0369,3.0443,3.0155
01.10.2015,3.0267,3.0254,3.033,3.007
02.10.2015,2.9906,3.0266,3.0373,2.985
05.10.2015,2.9837,2.9946,3.0031,2.9808
06.10.2015,2.9583,2.9822,2.9995,2.9546
07.10.2015,2.9402,2.9581,2.963,2.9129
08.10.2015,2.8935,2.94,2.95,2.8905
09.10.2015,2.9118,2.8938,2.9212,2.8878
12.10.2015,2.9264,2.9172,2.9591,2.9125
13.10.2015,2.9586,2.9259,2.962,2.923
14.10.2015,2.9137,2.9581,2.964,2.91
15.10.2015,2.8803,2.9138,2.9148,2.875
16.10.2015,2.8917,2.8804,2.909,2.8763
19.10.2015,2.9054,2.8943,2.9075,2.8775
20.10.2015,2.9003,2.9062,2.9101,2.8839
21.10.2015,2.8954,2.9005,2.9155,2.8902
22.10.2015,2.8726,2.8951,2.9026,2.8622
23.10.2015,2.9078,2.8734,2.9165,2.8575
26.10.2015,2.89,2.9068,2.9207,2.8805
27.10.2015,2.9041,2.8904,2.918,2.8853
28.10.2015,2.9247,2.9036,2.9336,2.8851
29.10.2015,2.9375,2.9242,2.9435,2.9151
30.10.2015,2.9151,2.938,2.9422,2.907
02.11.2015,2.8239,2.9154,2.9156,2.755
03.11.2015,2.829,2.8243,2.8515,2.8085
04.11.2015,2.8631,2.8278,2.87,2.822
05.11.2015,2.8607,2.8626,2.8779,2.854
06.11.2015,2.9153,2.8624,2.9328,2.8586
09.11.2015,2.9207,2.9135,2.9289,2.911
10.11.2015,2.9158,2.9228,2.9263,2.9028
11.11.2015,2.8748,2.9148,2.9158,2.8714
12.11.2015,2.8651,2.8743,2.892,2.8565
13.11.2015,2.8637,2.8646,2.8786,2.855
16.11.2015,2.8834,2.8654,2.8882,2.8638
17.11.2015,2.8691,2.8829,2.8902,2.858
18.11.2015,2.8619,2.8686,2.8764,2.853
19.11.2015,2.8427,2.8629,2.8709,2.8385
20.11.2015,2.8317,2.8444,2.8497,2.8147
23.11.2015,2.8507,2.8292,2.8538,2.8258
24.11.2015,2.8773,2.8506,2.885,2.841
25.11.2015,2.8884,2.8774,2.8941,2.872
26.11.2015,2.9211,2.8886,2.9275,2.8835
27.11.2015,2.9245,2.9218,2.9353,2.908
30.11.2015,2.9131,2.9211,2.9365,2.895
01.12.2015,2.8907,2.9136,2.9146,2.876
02.12.2015,2.8893,2.8907,2.901,2.87
03.12.2015,2.8846,2.8895,2.898,2.868
04.12.2015,2.895,2.8865,2.9171,2.8755
07.12.2015,2.9135,2.8937,2.918,2.876
08.12.2015,2.91,2.913,2.9258,2.9008
09.12.2015,2.9165,2.9097,2.9295,2.9
10.12.2015,2.9235,2.9161,2.9296,2.901
11.12.2015,2.9817,2.9252,2.9898,2.9168
14.12.2015,2.9796,2.9746,2.9985,2.9445
15.12.2015,2.964,2.9795,2.9915,2.948
16.12.2015,2.9352,2.9652,2.9757,2.9212
17.12.2015,2.9292,2.9366,2.951,2.917
18.12.2015,2.9088,2.9321,2.9389,2.9037
21.12.2015,2.9145,2.9084,2.9235,2.9025
22.12.2015,2.9307,2.915,2.952,2.9067
23.12.2015,2.9169,2.9287,2.939,2.9153
24.12.2015,2.9185,2.9164,2.9272,2.912
25.12.2015,2.923,2.9195,2.9255,2.9105
28.12.2015,2.9062,2.9188,2.9259,2.9033
29.12.2015,2.9063,2.906,2.9155,2.901
30.12.2015,2.9185,2.9068,2.933,2.904
31.12.2015,2.9177,2.916,2.9311,2.903
01.01.2016,2.9139,2.9177,2.9201,2.9129
04.01.2016,2.9642,2.9185,2.981,2.9137
05.01.2016,2.9852,2.9642,2.9918,2.9538
06.01.2016,3.0024,2.9849,3.016,2.982
07.01.2016,2.9993,3.0007,3.029,2.985
08.01.2016,3.0214,2.9991,3.0231,2.981
11.01.2016,3.0377,3.0207,3.0437,3.009
12.01.2016,3.0332,3.0377,3.049,3.0215
13.01.2016,3.0285,3.0345,3.0365,3.005
14.01.2016,3.0235,3.0265,3.0435,3.0165
15.01.2016,3.0484,3.0229,3.0549,3.0216
18.01.2016,3.0365,3.0489,3.0533,3.029
19.01.2016,3.0401,3.0342,3.0466,3.0167
20.01.2016,3.0422,3.04,3.063,3.0349
21.01.2016,3.0126,3.0423,3.0541,3.0101
22.01.2016,3.0038,3.0138,3.0239,3.0003
25.01.2016,3.0214,3.001,3.0245,2.9984
26.01.2016,3.0088,3.0209,3.0356,3.002
27.01.2016,3.0014,3.0083,3.019,2.985
28.01.2016,2.9693,3.0014,3.003,2.965
29.01.2016,2.9553,2.9694,2.978,2.951
01.02.2016,2.9456,2.9561,2.978,2.941
02.02.2016,2.9519,2.9459,2.961,2.943
03.02.2016,2.9164,2.9521,2.9646,2.907
04.02.2016,2.9118,2.9159,2.927,2.8863
05.02.2016,2.9233,2.9135,2.9268,2.8918
08.02.2016,2.9473,2.9185,2.955,2.912
09.02.2016,2.9407,2.9476,2.9631,2.927
10.02.2016,2.9218,2.9405,2.9427,2.915
11.02.2016,2.931,2.9223,2.947,2.916
12.02.2016,2.9295,2.9307,2.9398,2.9177
15.02.2016,2.9461,2.9303,2.956,2.9247
16.02.2016,2.9774,2.9466,2.9818,2.942
17.02.2016,2.9561,2.9754,2.9843,2.941
18.02.2016,2.9705,2.958,2.9752,2.9497
19.02.2016,2.9516,2.9683,2.9759,2.9477
22.02.2016,2.9367,2.9532,2.9577,2.93
23.02.2016,2.9437,2.9368,2.947,2.927
24.02.2016,2.9363,2.9437,2.955,2.932
25.02.2016,2.928,2.9358,2.9428,2.917
26.02.2016,2.9925,2.9295,3.0015,2.92
29.02.2016,2.9654,2.9963,2.9963,2.952
01.03.2016,2.9361,2.9657,2.9682,2.9302
02.03.2016,2.9253,2.9364,2.9481,2.923
03.03.2016,2.9088,2.9266,2.9347,2.9067
04.03.2016,2.9082,2.9097,2.9277,2.9017
07.03.2016,2.916,2.9089,2.9326,2.9039
08.03.2016,2.9144,2.9146,2.9306,2.9061
09.03.2016,2.8907,2.9162,2.9212,2.8867
10.03.2016,2.8915,2.8923,2.91,2.8725
11.03.2016,2.867,2.8915,2.898,2.8636
14.03.2016,2.8704,2.8685,2.888,2.862
15.03.2016,2.8986,2.8706,2.912,2.866
16.03.2016,2.8684,2.8981,2.931,2.863
17.03.2016,2.8417,2.8679,2.874,2.838
18.03.2016,2.8676,2.8398,2.8694,2.838
21.03.2016,2.8585,2.8636,2.8815,2.855
22.03.2016,2.8667,2.8628,2.885,2.8565
23.03.2016,2.8775,2.8672,2.8829,2.8635
24.03.2016,2.8724,2.8759,2.891,2.8697
25.03.2016,2.8763,2.8723,2.883,2.8655
28.03.2016,2.8688,2.8719,2.88,2.864
